id_vente,nombre,poids,CA,nom,mois,nom_site,remise,profit,canal,mode_paiement,percentage_CB,percentage_Esp̬ces,percentage_Ch̬que,percentage_Virement,percentage_Cryptomonnaie
215314,49961,1096,202488,Fraise tagada,Nov-02,Roubaix_E,8.986517725,60746.4,Drive,CB,71.65,14.54,7.27,4.36,2.18
215315,50160,1021,202136,Dragibus,Nov-02,Roubaix_E,18.16624284,60640.8,Click & Collect,CB,83.66,8.38,4.19,2.51,1.26
215316,50027,1031,202441,Carambar,juil-00,Cassis_H,8.210122741,60732.3,Click & Collect,CB,82.07,9.19,4.6,2.76,1.38
215317,50066,957,201836,Carambar,juil-01,Cassis_H,18.6119734,60550.8,Physique,CB,87.8,6.26,3.13,1.88,0.94
215318,49853,961,201778,Carambar,juil-00,Roubaix_H,7.290334911,60533.4,Click & Collect,CB,85.04,7.67,3.83,2.3,1.15
215319,49957,517.57,201587,Dragibus,fevr-14,Cassis_H,14.21120097,60476.1,Physique,CB,96.4,1.84,0.92,0.55,0.28
215320,49879,1005,201477,Dragibus,Nov-04,Neuilly_Sup,9.125387743,60443.1,Physique,CB,89.34,5.46,2.73,1.64,0.82
215321,50099,1063,202308,Carambar,Nov-03,Neuilly_Sup,15.15306805,60692.4,Physique,CB,54.33,23.42,11.71,7.03,3.51
215322,50007,1031,202476,Fraise tagada,Nov-03,Neuilly_Sup,10.68093947,60742.8,Physique,CB,71.88,14.42,7.21,4.33,2.16
215323,49990,1058,202824,Dragibus,Nov-03,Neuilly_Sup,14.271728,60847.2,Physique,CB,83.04,8.7,4.35,2.61,1.3
215324,50062,669.24,202465,Fraise tagada,Nov-11,Bubble_bonbon,5.577096318,60739.5,Physique,CB,76.67,11.96,5.98,3.59,1.79
215325,50016,568.11,203297,Guimauve,Nov-11,Bubble_bonbon,19.14538674,60989.1,Drive,CB,69.55,15.62,7.81,4.68,2.34
215326,50101,599.9,202671,Dragibus,Nov-11,Bubble_bonbon,12.79319809,60801.3,Livraison,CB,77.29,11.65,5.82,3.49,1.75
215327,50215,998,201685,Carambar,Oct-07,Roubaix_E,5.611520416,60505.5,Vente en gros,Virement,35.48,4.43,2.22,57.2,0.67
215328,50069,1060,202112,Fraise tagada,Oct-07,Roubaix_E,12.25507985,60633.6,Vente en gros,CB,95.71,2.2,1.1,0.66,0.33
215329,50106,643.45,202279,Guimauve,Dec-11,Cassis_H,17.20429236,60683.7,Physique,CB,86.47,6.94,3.47,2.08,1.04
215330,50007,997,201374,Dragibus,Oct-07,Roubaix_E,16.91171484,60412.2,Physique,CB,97.47,1.3,0.65,0.39,0.19
215331,50057,882,201839,Reglisse,Oct-03,La_pause_bonbon,12.71337274,60551.7,Click & Collect,CB,77.75,11.41,5.7,3.42,1.71
215332,50005,971,201700,Carambar,Sep-07,Roubaix_E,10.58234414,60510,Livraison,CB,50.25,25.51,12.76,7.65,3.83
215333,50202,987,201167,Fraise tagada,Sep-07,Roubaix_E,16.25330017,60350.1,Vente en gros,CB,76.86,11.87,5.93,3.56,1.78
215334,49921,1026,201467,Malabar,janv-07,Bastille_E,14.45904783,60440.1,Click & Collect,Ch̬que,29.43,3.68,65.23,1.1,0.55
215335,50077,1000,201852,Dragibus,Sep-07,Roubaix_E,17.6659964,60555.6,Physique,CB,95.18,2.47,1.24,0.74,0.37
215336,49951,686.5,201027,Dragibus,juil-11,Bron_H,17.54826502,60308.1,Drive,CB,70.63,15.06,7.53,4.52,2.26
215337,49950,518.91,201577,Dragibus,juil-12,Bron_H,12.57182589,60473.1,Vente en gros,CB,75.63,12.5,6.25,3.75,1.87
215338,50005,623.19,202763,Dragibus,juil-13,Bron_H,9.860018265,60828.9,Click & Collect,CB,61.04,19.98,9.99,5.99,3
215339,49988,515.12,202670,Dragibus,juil-14,Bron_H,6.689416753,60801,Livraison,Esp̬ces,36.01,59.72,2.25,1.35,0.68
215340,49934,1066,201856,Carambar,juil-01,Roubaix_H,13.53816972,60556.8,Physique,CB,89.98,5.14,2.57,1.54,0.77
215341,50196,1013,202375,Malabar,janv-07,Bron_H,14.56845614,60712.5,Physique,Esp̬ces,6.64,92.57,0.42,0.25,0.12
215342,50007,1077,201836,Carambar,mai-07,Roubaix_E,12.80212285,60550.8,Physique,Ch̬que,0.24,0.03,99.72,0.01,0
215343,50006,964,201150,Malabar,janv-07,Cassis_H,11.2589054,60345,Physique,CB,77.48,11.55,5.77,3.46,1.73
215344,49983,1041,202163,Dragibus,mai-07,Roubaix_E,17.37171387,60648.9,Physique,CB,53.37,23.91,11.96,7.17,3.59
215345,50034,1062,202371,Carambar,avr-07,Roubaix_E,16.69902889,60711.3,Vente en gros,CB,86.28,7.04,3.52,2.11,1.06
215346,50126,1016,201945,Malabar,janv-07,La_pause_bonbon,11.07852027,60583.5,Physique,CB,66.54,17.16,8.58,5.15,2.57
215347,50037,952,202913,Dragibus,avr-07,Roubaix_E,11.62014904,60873.9,Livraison,CB,82.77,8.83,4.42,2.65,1.33
215348,49945,490.56,202118,Dragibus,fevr-11,Neuilly_Sup,5.955564991,60635.4,Physique,CB,80.98,9.76,4.88,2.93,1.46
215349,49921,671.89,202030,Guimauve,fevr-11,Royal_bonbon,17.11407522,60609,Vente en gros,Esp̬ces,30.49,65.89,1.91,1.14,0.57
215350,49976,656.51,202411,Dragibus,fevr-11,Royal_bonbon,9.290046399,60723.3,Click & Collect,CB,80.82,9.84,4.92,2.95,1.48
215351,50097,564.73,202338,Arlequin,fevr-11,Royal_bonbon,6.116514699,60701.4,Drive,CB,79.21,10.66,5.33,3.2,1.6
215352,50113,949,201752,Dragibus,juil-09,Royal_bonbon,6.079195898,60525.6,Drive,CB,68.22,16.3,8.15,4.89,2.44
215353,50093,991,202654,Arlequin,juil-09,Royal_bonbon,11.52866669,60796.2,Physique,CB,71.42,14.66,7.33,4.4,2.2
215354,50045,968,202067,Carambar,fevr-07,Roubaix_E,17.85404626,60620.1,Livraison,CB,62.31,19.33,9.66,5.8,2.9
215355,50182,512.32,201892,Arlequin,Nov-11,Bubble_bonbon,15.84802812,60567.6,Livraison,CB,86.99,6.67,3.34,2,1
215356,50028,1031,202979,Reglisse,Oct-03,Neuilly_Sup,9.862874973,60893.7,Physique,CB,92.01,4.1,2.05,1.23,0.61
215357,49929,688.98,202359,Guimauve,Nov-12,Bubble_bonbon,6.589020581,60707.7,Physique,CB,86.65,6.85,3.42,2.05,1.03
215358,49896,599.13,201810,Dragibus,Nov-12,Bubble_bonbon,18.4925277,60543,Physique,Esp̬ces,24.01,73.14,1.5,0.9,0.45
215359,50047,610.52,201962,Arlequin,Nov-12,Bubble_bonbon,7.261740833,60588.6,Physique,CB,65.27,17.81,8.9,5.34,2.67
215360,50001,975,202197,Reglisse,Oct-04,Bastille_E,11.9166351,60659.1,Physique,CB,58.79,21.13,10.57,6.34,3.17
215361,49995,571.94,201881,Fraise tagada,Nov-11,Bonbons_bordeaux,18.42491937,60564.3,Click & Collect,CB,92.09,4.06,2.03,1.22,0.61
215362,50040,681.63,201852,Guimauve,Nov-11,Bonbons_bordeaux,13.94145351,60555.6,Drive,Esp̬ces,38.44,57,2.4,1.44,0.72
215363,50079,1032,203749,Carambar,Oct-06,Roubaix_E,7.033866905,61124.7,Physique,CB,63.16,18.89,9.45,5.67,2.83
215364,49781,1029,201698,Fraise tagada,Oct-06,Roubaix_E,14.12737469,60509.4,Physique,Esp̬ces,41.28,53.82,2.58,1.55,0.77
215365,49882,1007,201400,Malabar,janv-07,Bron_E,5.465907066,60420,Drive,CB,50.93,25.16,12.58,7.55,3.77
215366,50053,1048,203371,Dragibus,Oct-06,Roubaix_E,18.90595034,61011.3,Vente en gros,CB,51.56,24.84,12.42,7.45,3.73
215367,50071,989,202089,Reglisse,Oct-04,Bron_E,19.94986006,60626.7,Physique,CB,70.26,15.25,7.63,4.58,2.29
215368,50216,497.67,202379,Dragibus,Nov-11,Bonbons_bordeaux,11.75050167,60713.7,Livraison,CB,95.32,2.4,1.2,0.72,0.36
215369,50026,1031,203212,Carambar,Sep-06,Roubaix_E,18.83180273,60963.6,Drive,CB,77.17,11.71,5.85,3.51,1.76
215370,50073,994,202341,Fraise tagada,Sep-06,Roubaix_E,15.20026067,60702.3,Physique,Cryptomonnaie,21.55,2.69,1.35,0.81,73.61
215371,50129,980,202302,Malabar,janv-07,Neuilly_Sup,13.04557758,60690.6,Drive,CB,68.29,16.26,8.13,4.88,2.44
215372,50149,984,201862,Dragibus,Sep-06,Roubaix_E,5.736452319,60558.6,Drive,CB,88.61,5.84,2.92,1.75,0.88
215373,50052,947,202902,Malabar,fevr-07,Bron_H,10.10600632,60870.6,Livraison,CB,64.55,18.18,9.09,5.45,2.73
215374,50075,987,202478,Dragibus,fevr-07,Roubaix_E,16.39295457,60743.4,Vente en gros,CB,75.52,12.55,6.28,3.77,1.88
215375,50110,985,201849,Malabar,fevr-07,Roubaix_H,6.393295853,60554.7,Click & Collect,CB,75.11,12.76,6.38,3.83,1.91
215376,49996,990,201435,Malabar,fevr-07,Bron_E,5.922744366,60430.5,Physique,CB,92.4,3.9,1.95,1.17,0.58
215377,50003,996,202195,Malabar,fevr-07,Roubaix_E,8.642921917,60658.5,Livraison,Esp̬ces,17.25,80.7,1.08,0.65,0.32
215378,49990,1093,202906,Dragibus,juil-04,Cassis_E,6.260549155,60871.8,Drive,CB,75.71,12.46,6.23,3.74,1.87
215379,50039,1008,202381,Dragibus,juil-05,Cassis_E,6.351540711,60714.3,Livraison,CB,58.96,21.05,10.52,6.31,3.16
215380,50036,1072,202766,Dragibus,juil-06,Cassis_E,8.930403041,60829.8,Livraison,Ch̬que,14.42,1.8,82.97,0.54,0.27
215381,50022,981,201447,Malabar,fevr-07,Neuilly_Sup,11.24219988,60434.1,Physique,Virement,10.95,1.37,0.68,86.8,0.21
215382,50153,951,202610,Malabar,mars-07,Bastille_E,7.712227243,60783,Physique,CB,67.94,16.44,8.22,4.93,2.47
215383,49987,661.67,202302,Arlequin,Nov-11,Bonbons_bordeaux,8.516751292,60690.6,Drive,CB,74.38,13.14,6.57,3.94,1.97
215384,50056,1036,202500,Reglisse,Oct-04,Bron_H,12.76528851,60750,Livraison,CB,68.47,16.17,8.08,4.85,2.43
215385,50062,1072,202459,Malabar,mars-07,Bron_H,19.60716169,60737.7,Drive,CB,60.34,20.34,10.17,6.1,3.05
215386,49918,947,203254,Dragibus,fevr-02,Roubaix_H,10.00772736,60976.2,Drive,Ch̬que,27.04,3.38,68.06,1.01,0.51
215387,49944,1062,201852,Dragibus,fevr-03,Roubaix_H,13.21176507,60555.6,Livraison,CB,72.73,13.98,6.99,4.2,2.1
215388,49899,1056,202029,Malabar,mars-07,Cassis_E,17.63293941,60608.7,Livraison,CB,99.03,0.5,0.25,0.15,0.07
215389,49981,939,201434,Malabar,mars-07,Cassis_H,7.505912576,60430.2,Physique,CB,85.19,7.6,3.8,2.28,1.14
215390,49980,1007,202459,Dragibus,juil-07,Cassis_E,7.88061744,60737.7,Physique,CB,91.48,4.37,2.18,1.31,0.66
215391,50068,959,203299,Arlequin,juil-09,La_pause_bonbon,7.906302658,60989.7,Physique,Esp̬ces,32.92,63.17,2.06,1.23,0.62
215392,49942,994,202647,Langue de chat,juil-09,Bastille_E,5.14872128,60794.1,Drive,CB,58.69,21.18,10.59,6.36,3.18
215393,49934,1014,203093,Malabar,mars-07,Roubaix_H,15.27732762,60927.9,Vente en gros,CB,68.26,16.27,8.14,4.88,2.44
215394,50060,1001,203859,Dragibus,juil-01,Bastille_E,16.85237908,61157.7,Click & Collect,CB,91.77,4.22,2.11,1.27,0.63
215395,50107,635.49,202223,Guimauve,Nov-12,Bonbons_bordeaux,9.354152016,60666.9,Physique,CB,68.82,15.99,8,4.8,2.4
215396,49914,666.92,202065,Dragibus,Nov-12,Bonbons_bordeaux,19.40633004,60619.5,Physique,Ch̬que,20.47,2.56,75.82,0.77,0.38
215397,50105,952,202723,Dragibus,fevr-04,Roubaix_H,10.53768733,60816.9,Click & Collect,CB,93.39,3.39,1.7,1.02,0.51
215398,49873,1014,201889,Dragibus,fevr-05,Roubaix_H,14.85535267,60566.7,Livraison,CB,74.11,13.28,6.64,3.98,1.99
215399,49977,1030,202169,Dragibus,fevr-06,Roubaix_H,18.4859895,60650.7,Drive,CB,75.09,12.77,6.39,3.83,1.92
215400,50022,1060,201605,Dragibus,avr-02,Roubaix_H,11.95360655,60481.5,Physique,CB,58.28,21.39,10.7,6.42,3.21
215401,49956,1014,202405,Dragibus,mai-02,Roubaix_H,12.07905698,60721.5,Drive,CB,82.17,9.14,4.57,2.74,1.37
215402,49888,1018,202643,Guimauve,juil-09,Bonbons_bordeaux,10.68511606,60792.9,Physique,CB,59.35,20.85,10.42,6.25,3.13
215403,50102,579.31,202503,Dragibus,juil-11,Cassis_E,10.65947695,60750.9,Livraison,CB,85.87,7.25,3.62,2.17,1.09
215404,49819,976,201033,Dragibus,Sep-02,Roubaix_H,14.01964239,60309.9,Physique,CB,61.52,19.73,9.87,5.92,2.96
215405,50057,937,202171,Dragibus,Oct-02,Roubaix_H,12.20092993,60651.3,Click & Collect,Esp̬ces,12.5,86.01,0.78,0.47,0.23
215406,50035,702.36,202635,Arlequin,Nov-12,Bonbons_bordeaux,19.40297791,60790.5,Physique,CB,73.94,13.36,6.68,4.01,2
215407,50053,960,201239,Dragibus,fevr-07,Roubaix_H,16.99051852,60371.7,Physique,CB,58.06,21.51,10.75,6.45,3.23
215408,49961,1020,202080,Dragibus,juil-09,Bonbons_bordeaux,9.977857326,60624,Livraison,Esp̬ces,43.69,51.12,2.73,1.64,0.82
215409,49972,948,202188,Arlequin,juil-09,Bonbons_bordeaux,13.36875337,60656.4,Physique,CB,78.67,10.94,5.47,3.28,1.64
215410,49927,1001,202094,Dragibus,avr-03,Roubaix_H,5.053919915,60628.2,Livraison,CB,81.48,9.5,4.75,2.85,1.42
215411,49851,1030,202007,Dragibus,mai-03,Roubaix_H,18.71707312,60602.1,Click & Collect,CB,78.61,10.97,5.48,3.29,1.65
215412,49922,991,202305,Dragibus,Sep-03,Roubaix_H,6.509674958,60691.5,Physique,CB,62.91,19.02,9.51,5.71,2.85
215413,50157,1095,202325,Dragibus,Oct-03,Roubaix_H,18.49442396,60697.5,Livraison,CB,97.91,1.07,0.54,0.32,0.16
215414,49974,629.68,201570,Langue de chat,Nov-12,Bron_E,10.54970616,60471,Physique,CB,78.18,11.19,5.59,3.36,1.68
215415,49988,1035,202202,Langue de chat,Nov-02,Bron_H,6.104003184,60660.6,Physique,CB,85.98,7.19,3.6,2.16,1.08
215416,49920,952,202798,Langue de chat,juil-09,Bron_E,8.874642424,60839.4,Drive,CB,64.17,18.37,9.19,5.51,2.76
215417,50110,616.02,202704,Dragibus,fevr-11,Roubaix_H,10.18666892,60811.2,Drive,CB,72.46,14.12,7.06,4.24,2.12
215418,50088,513.43,201734,Dragibus,fevr-12,Roubaix_H,10.03689637,60520.2,Livraison,Cryptomonnaie,5.42,0.68,0.34,0.2,93.37
215419,49935,1012,202026,Dragibus,avr-04,Roubaix_H,7.332975067,60607.8,Vente en gros,CB,91.52,4.35,2.17,1.3,0.65
215420,49983,951,202892,Dragibus,mai-04,Roubaix_H,17.07439269,60867.6,Physique,CB,89.73,5.27,2.63,1.58,0.79
215421,49973,1032,201531,Dragibus,juil-02,Cassis_H,19.71887767,60459.3,Click & Collect,Esp̬ces,36.56,59.09,2.29,1.37,0.69
215422,49983,1021,201512,Dragibus,juil-03,Cassis_H,6.119197194,60453.6,Physique,CB,63.23,18.86,9.43,5.66,2.83
215423,49928,1026,201818,Dragibus,Sep-04,Roubaix_H,7.087617919,60545.4,Drive,CB,67.13,16.85,8.43,5.06,2.53
215424,49986,981,201632,Dragibus,Oct-04,Roubaix_H,6.564400629,60489.6,Click & Collect,CB,79.53,10.5,5.25,3.15,1.57
215425,50013,1023,201966,Langue de chat,Nov-04,Bron_H,5.240258383,60589.8,Physique,CB,69.27,15.76,7.88,4.73,2.36
215426,49936,1089,202182,Langue de chat,Nov-06,Bron_H,15.22507963,60654.6,Physique,CB,60.12,20.45,10.23,6.14,3.07
215427,50019,631.52,201941,Dragibus,fevr-13,Roubaix_H,8.357656898,60582.3,Livraison,Esp̬ces,22.15,75.22,1.38,0.83,0.42
215428,49960,517.89,202038,Dragibus,fevr-14,Roubaix_H,5.112825066,60611.4,Vente en gros,CB,57.48,21.81,10.9,6.54,3.27
215429,50059,980,202697,Dragibus,juil-00,Cassis_H,12.29664801,60809.1,Vente en gros,CB,73.79,13.44,6.72,4.03,2.02
215430,49831,1013,202231,Dragibus,avr-05,Roubaix_H,10.78791723,60669.3,Vente en gros,CB,51.95,24.64,12.32,7.39,3.7
215431,49954,1065,201981,Dragibus,mai-05,Roubaix_H,7.824174935,60594.3,Physique,CB,75.17,12.74,6.37,3.82,1.91
215432,50207,1078,202776,Dragibus,juil-04,Cassis_H,5.297110487,60832.8,Livraison,CB,74.11,13.28,6.64,3.98,1.99
215433,49953,952,201933,Dragibus,juil-05,Cassis_H,9.292604084,60579.9,Drive,CB,80.17,10.17,5.08,3.05,1.53
215434,49945,999,202049,Dragibus,juil-06,Cassis_H,7.153575007,60614.7,Click & Collect,Esp̬ces,4.6,94.85,0.29,0.17,0.09
215435,49939,927,202631,Dragibus,Sep-05,Roubaix_H,14.31134708,60789.3,Physique,CB,82.46,8.99,4.5,2.7,1.35
215436,49957,939,201958,Dragibus,Oct-05,Roubaix_H,8.133631716,60587.4,Click & Collect,CB,68.52,16.14,8.07,4.84,2.42
215437,50140,1136,203019,Langue de chat,Nov-07,Bron_H,8.837269052,60905.7,Livraison,CB,76.49,12.06,6.03,3.62,1.81
215438,49802,628.73,202799,Langue de chat,Nov-11,Bron_H,13.59315366,60839.7,Click & Collect,CB,90.12,5.07,2.53,1.52,0.76
215439,50028,1047,202803,Dragibus,juil-01,Cassis_H,6.743327619,60840.9,Livraison,CB,69.06,15.87,7.93,4.76,2.38
215440,50237,1057,201240,Dragibus,fevr-02,La_pause_bonbon,6.451086968,60372,Physique,CB,87.07,6.63,3.32,1.99,0.99
215441,50094,994,202973,Dragibus,fevr-03,La_pause_bonbon,8.930642135,60891.9,Click & Collect,CB,84.84,7.78,3.89,2.33,1.17
215442,50072,982,202117,Dragibus,avr-06,Roubaix_H,17.79239149,60635.1,Drive,CB,56.69,22.21,11.1,6.66,3.33
215443,49989,1070,203498,Dragibus,mai-06,Roubaix_H,12.89839386,61049.4,Physique,CB,61.63,19.68,9.84,5.9,2.95
215444,49968,934,202629,Dragibus,juil-07,Cassis_H,19.54166532,60788.7,Click & Collect,Esp̬ces,32.03,64.16,2,1.2,0.6
215445,49758,1040,200894,Langue de chat,juil-09,Bron_H,9.564160992,60268.2,Physique,Esp̬ces,26.43,70.43,1.65,0.99,0.5
215446,49947,971,202946,Dragibus,Sep-06,Roubaix_H,14.49103545,60883.8,Click & Collect,CB,85.46,7.46,3.73,2.24,1.12
215447,50017,959,203255,Dragibus,Oct-06,Roubaix_H,13.21127362,60976.5,Click & Collect,CB,78.9,10.82,5.41,3.25,1.62
215448,50034,982,203290,Dragibus,juil-00,Roubaix_H,14.4472881,60987,Physique,CB,50.36,25.46,12.73,7.64,3.82
215449,50041,991,202653,Dragibus,juil-01,Roubaix_H,13.75648294,60795.9,Vente en gros,CB,84.39,8.01,4,2.4,1.2
215450,50011,942,203234,Dragibus,fevr-04,La_pause_bonbon,15.16114865,60970.2,Livraison,CB,68.11,16.35,8.18,4.91,2.45
215451,49716,1002,201620,Dragibus,fevr-05,La_pause_bonbon,12.91808996,60486,Vente en gros,CB,82.58,8.93,4.47,2.68,1.34
215452,49901,999,201978,Dragibus,fevr-06,La_pause_bonbon,6.259970225,60593.4,Vente en gros,CB,92.75,3.72,1.86,1.12,0.56
215453,49966,979,202471,Dragibus,avr-07,Roubaix_H,18.9591064,60741.3,Physique,CB,68.28,16.27,8.13,4.88,2.44
215454,49940,1052,201675,Dragibus,mai-07,Roubaix_H,7.701255185,60502.5,Click & Collect,CB,84.03,8.19,4.09,2.46,1.23
215455,49803,666.5,201829,Dragibus,juil-11,Cassis_H,19.91169324,60548.7,Livraison,CB,70.66,15.05,7.52,4.51,2.26
215456,50008,595.6,202169,Dragibus,juil-12,Cassis_H,6.046046104,60650.7,Physique,CB,74.12,13.27,6.64,3.98,1.99
215457,49901,1004,202113,Dragibus,Sep-07,Roubaix_H,19.04670335,60633.9,Physique,CB,77.75,11.41,5.71,3.42,1.71
215458,49852,936,203454,Dragibus,Oct-07,Roubaix_H,13.8841594,61036.2,Drive,CB,65.33,17.78,8.89,5.33,2.67
215459,50084,970,201681,Dragibus,juil-00,La_pause_bonbon,10.89636945,60504.3,Physique,CB,85.27,7.55,3.78,2.27,1.13
215460,50132,1102,200985,Dragibus,juil-01,La_pause_bonbon,17.09768017,60295.5,Physique,CB,92.75,3.72,1.86,1.12,0.56
215461,49972,946,201893,Dragibus,fevr-07,La_pause_bonbon,5.56803129,60567.9,Drive,CB,87.39,6.47,3.23,1.94,0.97
215462,49958,590.41,202653,Dragibus,juil-13,Cassis_H,11.38065731,60795.9,Livraison,CB,84.97,7.71,3.85,2.31,1.16
215463,49757,586.68,201628,Dragibus,juil-14,Cassis_H,12.63956997,60488.4,Livraison,CB,60.72,20.14,10.07,6.04,3.02
215464,50062,588.63,202158,Langue de chat,Nov-14,Bron_H,10.28824925,60647.4,Physique,CB,66.92,16.96,8.48,5.09,2.54
215465,50086,603.47,203079,Dragibus,fevr-11,La_pause_bonbon,14.26252575,60923.7,Physique,CB,84.85,7.77,3.88,2.33,1.17
215466,50060,630.67,202326,Dragibus,fevr-12,La_pause_bonbon,7.103470994,60697.8,Physique,CB,58.04,21.52,10.76,6.46,3.23
215467,50082,544.59,201968,Guimauve,juil-11,Royal_bonbon,8.884993553,60590.4,Physique,Virement,41.23,5.15,2.58,50.26,0.77
215468,49890,1000,201939,Dragibus,aout-09,Roubaix_H,16.3137547,60581.7,Physique,CB,57.27,21.91,10.96,6.57,3.29
215469,50044,466.53,202936,Langue de chat,Nov-11,Bubble_bonbon,19.29104018,60880.8,Vente en gros,Ch̬que,23.9,2.99,71.77,0.9,0.45
215470,49988,686.31,202350,Langue de chat,Nov-12,Bubble_bonbon,12.47696529,60705,Physique,CB,61.09,19.95,9.98,5.99,2.99
215471,49872,684.05,201050,Dragibus,fevr-13,La_pause_bonbon,10.11567585,60315,Drive,CB,51.89,24.67,12.34,7.4,3.7
215472,49854,603.11,202913,Dragibus,fevr-14,La_pause_bonbon,19.99848845,60873.9,Livraison,CB,99.22,0.4,0.2,0.12,0.06
215473,49941,968,202276,Arlequin,fevr-02,Bastille_E,11.58149658,60682.8,Physique,CB,76.05,12.28,6.14,3.68,1.84
215474,50003,1022,201441,Dragibus,aout-09,La_pause_bonbon,7.617209372,60432.3,Drive,CB,79.87,10.32,5.16,3.1,1.55
215475,50030,1033,201951,Arlequin,aout-09,Bastille_E,12.00208848,60585.3,Physique,Ch̬que,7.61,0.95,91.01,0.29,0.14
215476,50015,563.25,202253,Dragibus,juil-11,Royal_bonbon,16.44159957,60675.9,Drive,CB,71.95,14.39,7.19,4.32,2.16
215477,50022,601.96,201897,Arlequin,juil-11,Royal_bonbon,9.457453212,60569.1,Physique,CB,82.84,8.8,4.4,2.64,1.32
215478,49862,954,201553,Carambar,juil-07,Roubaix_E,10.1630746,60465.9,Vente en gros,CB,64.3,18.31,9.15,5.49,2.75
215479,49978,946,201955,Arlequin,aout-09,Bron_H,16.61149119,60586.5,Click & Collect,CB,79.98,10.27,5.13,3.08,1.54
215480,50108,679.86,202845,Langue de chat,Nov-13,Bubble_bonbon,9.402513951,60853.5,Drive,CB,61.58,19.7,9.85,5.91,2.96
215481,50162,581.46,202197,Langue de chat,Nov-14,Bubble_bonbon,15.53451083,60659.1,Livraison,CB,51.8,24.72,12.36,7.41,3.71
215482,49907,1050,202393,Arlequin,fevr-05,Bastille_E,9.507394192,60717.9,Click & Collect,CB,50.01,25.63,12.82,7.69,3.85
215483,49799,1020,202819,Arlequin,fevr-06,Bastille_E,10.14541883,60845.7,Physique,CB,99.84,0.08,0.04,0.02,0.01
215484,49908,940,202639,Arlequin,fevr-07,Bastille_E,10.84572508,60791.7,Physique,CB,67.66,16.59,8.29,4.98,2.49
215485,49886,570.63,201902,Dragibus,avr-11,Roubaix_H,10.3462326,60570.6,Click & Collect,CB,79.3,10.61,5.31,3.18,1.59
215486,50176,551.41,201086,Dragibus,mai-11,Roubaix_H,17.31054664,60325.8,Livraison,CB,86.85,6.75,3.37,2.02,1.01
215487,49924,1022,203319,Malabar,mars-07,La_pause_bonbon,16.28641584,60995.7,Physique,CB,54.51,23.33,11.66,7,3.5
215488,50015,876,202051,Dragibus,juil-07,Roubaix_E,12.32531754,60615.3,Physique,CB,91.49,4.37,2.18,1.31,0.65
215489,49930,1001,201923,Arlequin,juil-00,Bastille_E,13.01388307,60576.9,Physique,Ch̬que,27.59,3.45,67.4,1.03,0.52
215490,50066,582.82,201758,Dragibus,Sep-11,Roubaix_H,12.47370323,60527.4,Click & Collect,Virement,29.99,3.75,1.87,63.83,0.56
215491,50042,584.2,201152,Dragibus,Oct-11,Roubaix_H,15.93013749,60345.6,Physique,CB,59.73,20.65,10.33,6.2,3.1
215492,49909,1004,203089,Malabar,mars-07,Bron_E,17.53916696,60926.7,Physique,Ch̬que,17.99,2.25,78.75,0.67,0.34
215493,49934,656.41,202651,Dragibus,avr-12,Roubaix_H,15.14205519,60795.3,Click & Collect,CB,70.36,15.2,7.6,4.56,2.28
215494,49858,527.65,202429,Dragibus,mai-12,Roubaix_H,7.095391089,60728.7,Click & Collect,CB,53.62,23.78,11.89,7.14,3.57
215495,50204,991,201971,Arlequin,juil-01,Bastille_E,15.70589736,60591.3,Click & Collect,CB,97.35,1.36,0.68,0.41,0.2
215496,49909,1006,201950,Dragibus,juil-02,Roubaix_H,17.45025564,60585,Physique,CB,97.84,1.11,0.56,0.33,0.17
215497,50052,998,201440,Dragibus,juil-03,Roubaix_H,8.515715912,60432,Physique,Esp̬ces,8.35,90.66,0.52,0.31,0.16
215498,49801,653.01,202258,Dragibus,Sep-12,Roubaix_H,5.712534672,60677.4,Click & Collect,CB,84.71,7.84,3.92,2.35,1.18
215499,50052,521.57,202871,Dragibus,Oct-12,Roubaix_H,17.59790391,60861.3,Click & Collect,Virement,18.11,2.26,1.13,78.16,0.34
215500,49831,1005,201637,Guimauve,aout-09,Royal_bonbon,15.1940822,60491.1,Vente en gros,CB,87.87,6.22,3.11,1.87,0.93
215501,49963,1019,202137,Dragibus,aout-09,Royal_bonbon,17.32238502,60641.1,Livraison,Virement,22.43,2.8,1.4,72.94,0.42
215502,50032,672.46,202967,Arlequin,fevr-11,Bastille_E,16.89870159,60890.1,Drive,CB,79.34,10.59,5.3,3.18,1.59
215503,49868,658.92,202010,Arlequin,fevr-12,Bastille_E,9.079058267,60603,Physique,CB,55.81,22.66,11.33,6.8,3.4
215504,49912,537.92,202449,Arlequin,fevr-13,Bastille_E,10.65584524,60734.7,Click & Collect,CB,81.68,9.39,4.7,2.82,1.41
215505,49956,594.59,201777,Dragibus,avr-13,Roubaix_H,7.530223564,60533.1,Drive,Cryptomonnaie,13.19,1.65,0.82,0.49,83.85
215506,50129,601.22,202784,Dragibus,mai-13,Roubaix_H,17.33005786,60835.2,Livraison,CB,65.79,17.55,8.77,5.26,2.63
215507,50091,991,202040,Dragibus,juil-04,Roubaix_H,8.078936047,60612,Physique,Virement,20.04,2.51,1.25,75.83,0.38
